kor,no,url,part
끈질기다,4703,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200818/730479/MOV000354359_700X466.mp4,
끈질기다,10032,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151119/212964/MOV000235801_700X466.mp4,
끊다,4706,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221013/1039274/MOV000360301_700X466.mp4,
끊어적기,19659,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285542/MOV000285071_700X466.mp4,
끊어지다,414,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200813/728699/MOV000235803_700X466.mp4,
끊어지다,415,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151119/212966/MOV000235805_700X466.mp4,
끊어지다,416,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632381/MOV000235807_700X466.mp4,
끊어지다,417,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151119/212968/MOV000235809_700X466.mp4,
끊어지다,429,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625129/MOV000235813_700X466.mp4,
끊어지다,610,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047191/MOV000361162_700X466.mp4,
끊어지다,4701,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632379/MOV000248522_700X466.mp4,
끊어지다,7090,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632359/MOV000257810_700X466.mp4,
끊어지다,7963,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632384/MOV000255984_700X466.mp4,
끊어지다,9803,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632382/MOV000260233_700X466.mp4,
끊어지다,9878,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727538/MOV000257343_700X466.mp4,
끊어지다,10037,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625131/MOV000235815_700X466.mp4,
끊어지다,10978,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632383/MOV000251919_700X466.mp4,
끊어지다,11527,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632378/MOV000250313_700X466.mp4,
끊어지다,12299,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632327/MOV000259600_700X466.mp4,
끊어지다,12470,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632328/MOV000235317_700X466.mp4,
끊어지다,12495,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735431/MOV000235811_700X466.mp4,
끊어지다,12744,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160104/240114/MOV000250717_700X466.mp4,
끊어지다,12938,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290065/MOV000285065_700X466.mp4,
끊어지다,19852,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290122/MOV000285564_700X466.mp4,
끊임없다,3533,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230994/MOV000243922_700X466.mp4,
끊임없이,6934,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627669/MOV000249958_700X466.mp4,
끌기,15335,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/251345/MOV000263065_700X466.mp4,
끌어안다,65,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213483/MOV000236045_700X466.mp4,
끌어안다,5295,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237916/MOV000247074_700X466.mp4,
끌어안다,6841,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239970/MOV000250431_700X466.mp4,
끌어안다,10950,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242937/MOV000256301_700X466.mp4,
끌어안다,11684,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735422/MOV000234576_700X466.mp4,
끌어안다,12714,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239018/MOV000248534_700X466.mp4,
끓다,4707,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631979/MOV000248538_700X466.mp4,
끓다,10332,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631980/MOV000252038_700X466.mp4,
끓다,10358,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631981/MOV000251212_700X466.mp4,
끓다,10694,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631982/MOV000254633_700X466.mp4,
끓다,11534,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631978/MOV000248536_700X466.mp4,
끓이다,4707,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631979/MOV000248538_700X466.mp4,
끓이다,10332,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631980/MOV000252038_700X466.mp4,
끓이다,10358,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631981/MOV000251212_700X466.mp4,
끓이다,10694,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631982/MOV000254633_700X466.mp4,
끓이다,11534,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631978/MOV000248536_700X466.mp4,
끝,429,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625129/MOV000235813_700X466.mp4,
끝,1886,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625128/MOV000240977_700X466.mp4,
끝,4708,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625125/MOV000248540_700X466.mp4,
끝,4802,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625127/MOV000242974_700X466.mp4,
끝,5284,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625134/MOV000246636_700X466.mp4,
끝,8729,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625133/MOV000240973_700X466.mp4,
끝,9913,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625126/MOV000259242_700X466.mp4,
끝,10037,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625131/MOV000235815_700X466.mp4,
끝,10392,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625132/MOV000252072_700X466.mp4,
끝,11245,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625130/MOV000241239_700X466.mp4,
끝,12938,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290065/MOV000285065_700X466.mp4,
끝,19852,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290122/MOV000285564_700X466.mp4,
끝,24038,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625135/MOV000260443_700X466.mp4,
끝끝내,1279,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630097/MOV000241831_700X466.mp4,
끝끝내,9945,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630101/MOV000259031_700X466.mp4,
끝끝내,10390,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630096/MOV000252060_700X466.mp4,
끝끝내,10394,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630107/MOV000252076_700X466.mp4,
끝끝내,10995,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630106/MOV000250912_700X466.mp4,
끝끝내,11070,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630099/MOV000241167_700X466.mp4,
끝끝내,11139,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630094/MOV000240183_700X466.mp4,
끝끝내,11280,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630098/MOV000236850_700X466.mp4,
끝끝내,11516,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630103/MOV000249856_700X466.mp4,
끝끝내,11535,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630095/MOV000248544_700X466.mp4,
끝끝내,12385,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630100/MOV000259027_700X466.mp4,
끝끝내,12525,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630102/MOV000240179_700X466.mp4,
끝끝내,12715,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630105/MOV000248542_700X466.mp4,
끝끝내,12850,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630104/MOV000242132_700X466.mp4,
끝나다,429,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625129/MOV000235813_700X466.mp4,
끝나다,1886,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625128/MOV000240977_700X466.mp4,
끝나다,4802,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625127/MOV000242974_700X466.mp4,
끝나다,5284,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625134/MOV000246636_700X466.mp4,
끝나다,8729,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625133/MOV000240973_700X466.mp4,
끝나다,9913,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625126/MOV000259242_700X466.mp4,
끝나다,10037,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625131/MOV000235815_700X466.mp4,
끝나다,10392,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625132/MOV000252072_700X466.mp4,
끝나다,11245,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625130/MOV000241239_700X466.mp4,
끝나다,12938,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290065/MOV000285065_700X466.mp4,
끝나다,19852,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290122/MOV000285564_700X466.mp4,
끝나다,24038,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625135/MOV000260443_700X466.mp4,
끝내다,11246,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005902/MOV000359904_700X466.mp4,
끝말,3534,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230995/MOV000243924_700X466.mp4,
끝맺다,429,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625129/MOV000235813_700X466.mp4,
끝맺다,10037,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625131/MOV000235815_700X466.mp4,
끝맺다,12938,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290065/MOV000285065_700X466.mp4,
끝맺다,19852,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290122/MOV000285564_700X466.mp4,
끝소리,19660,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285543/MOV000285074_700X466.mp4,명사
끝없다,1532,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225113/MOV000241271_700X466.mp4,
끝장,1279,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630097/MOV000241831_700X466.mp4,
끝장,9945,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630101/MOV000259031_700X466.mp4,
끝장,10390,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630096/MOV000252060_700X466.mp4,
끝장,10394,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630107/MOV000252076_700X466.mp4,
끝장,10995,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630106/MOV000250912_700X466.mp4,
끝장,11070,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630099/MOV000241167_700X466.mp4,
끝장,11139,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630094/MOV000240183_700X466.mp4,
끝장,11280,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630098/MOV000236850_700X466.mp4,
끝장,11516,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630103/MOV000249856_700X466.mp4,
끝장,11535,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630095/MOV000248544_700X466.mp4,
끝장,12385,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630100/MOV000259027_700X466.mp4,
끝장,12525,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630102/MOV000240179_700X466.mp4,
끝장,12715,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630105/MOV000248542_700X466.mp4,
끝장,12850,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630104/MOV000242132_700X466.mp4,
끼니,2382,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231136/MOV000244008_700X466.mp4,
끼리,1397,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191001/623709/MOV000236380_700X466.mp4,
끼리,12908,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624326/MOV000244010_700X466.mp4,
끼치다,430,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151119/212972/MOV000235817_700X466.mp4,
끼치다,544,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151116/210796/MOV000234832_700X466.mp4,
끼치다,11965,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009685/MOV000359995_700X466.mp4,
나,10146,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631984/MOV000248548_700X466.mp4,
나,12102,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632250/MOV000255787_700X466.mp4,
나,12491,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631985/MOV000237963_700X466.mp4,
나,19667,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290275/MOV000287619_700X466.mp4,조사
나,19668,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285549/MOV000285087_700X466.mp4,조사
나,19669,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290068/MOV000285089_700X466.mp4,조사
나,19670,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290069/MOV000285091_700X466.mp4,조사
나,19671,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290070/MOV000285093_700X466.mp4,조사
나,19672,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290071/MOV000285095_700X466.mp4,조사
나,19673,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285554/MOV000285097_700X466.mp4,어미
나,19674,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285555/MOV000285099_700X466.mp4,어미
나가다,4709,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239026/MOV000248550_700X466.mp4,
나가자,431,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151119/212973/MOV000235819_700X466.mp4,
나귀,7366,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733627/MOV000251311_700X466.mp4,
나귀,11142,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284292/MOV000280978_700X466.mp4,
나그네,4710,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040361/MOV000360760_700X466.mp4,
나그네,18309,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284293/MOV000280980_700X466.mp4,
나날,581,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/242351/MOV000255146_700X466.mp4,
나날,2410,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630055/MOV000250649_700X466.mp4,
나날,5128,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630063/MOV000248822_700X466.mp4,
나날이,8628,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239161/MOV000248818_700X466.mp4,
나날이,11537,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239028/MOV000248554_700X466.mp4,
나누기,4747,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735600/MOV000248556_700X466.mp4,
나누다,3708,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631951/MOV000248660_700X466.mp4,
나누다,5136,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631957/MOV000246240_700X466.mp4,
나누다,5748,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631956/MOV000246386_700X466.mp4,
나누다,7301,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631952/MOV000250128_700X466.mp4,
나누다,10641,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631954/MOV000254757_700X466.mp4,
나누다,11475,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631953/MOV000250132_700X466.mp4,
나누다,12219,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631955/MOV000254769_700X466.mp4,
나누다,12411,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631950/MOV000249630_700X466.mp4,
나누어주다,680,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225747/MOV000241548_700X466.mp4,
나누어주다,2776,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151225/234597/MOV000245584_700X466.mp4,
나누어주다,2778,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151225/234599/MOV000245588_700X466.mp4,
나누어주다,7896,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/242160/MOV000254767_700X466.mp4,
나눗셈,3709,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239082/MOV000248662_700X466.mp4,
나눗셈,4747,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735600/MOV000248556_700X466.mp4,
